Frame,Mean,StdDev,Kurtosis
83,0.0390854,0.0141593,0.362265
84,0.0390534,0.0141275,0.361749
85,0.0390833,0.0141458,0.36194
86,0.0390465,0.0141219,0.361667
87,0.0390714,0.0141319,0.361694
88,0.0390605,0.0141249,0.361616
89,0.0390598,0.0141324,0.361814
90,0.0390606,0.0141386,0.361967
91,0.0390765,0.0141148,0.361211
92,0.0390793,0.0141556,0.362227
93,0.0390554,0.0141472,0.362235
94,0.0390403,0.0141451,0.362321
95,0.0390913,0.0141437,0.361813
96,0.0390563,0.0141699,0.362808
97,0.0390474,0.0141723,0.362952
98,0.0390526,0.0141355,0.361961
99,0.0390419,0.0141299,0.361917
100,0.0390989,0.014099,0.360597
101,0.0390447,0.0141087,0.361349
102,0.039052,0.0141242,0.361676
103,0.0390586,0.0141454,0.362158
104,0.0390662,0.0141537,0.362301
105,0.0390449,0.0141523,0.362461
106,0.0390487,0.01412,0.361599
107,0.0390408,0.0141369,0.362104
108,0.0390727,0.0141605,0.362414
109,0.0390486,0.0141079,0.36129
110,0.0390465,0.014175,0.363029
111,0.0390643,0.0141352,0.361845
112,0.039075,0.0141191,0.361333
113,0.0390426,0.0141375,0.362105
114,0.0390611,0.0141347,0.361862
115,0.0390675,0.0141622,0.362506
116,0.0390501,0.0141209,0.361609
117,0.0390553,0.0141106,0.361297
118,0.0390591,0.0141643,0.362638
119,0.0390939,0.0141629,0.36228
120,0.0390691,0.0141433,0.362006
121,0.0390509,0.0141034,0.361154
122,0.0390583,0.0141416,0.362065
123,0.0390416,0.0141241,0.36177
124,0.0390503,0.0141239,0.361686
125,0.0390402,0.0141444,0.362304
126,0.0390663,0.0141286,0.361658
127,0.039045,0.014109,0.361352
128,0.0390458,0.0141445,0.362253
129,0.0390669,0.0141107,0.361193
130,0.039074,0.0140995,0.360841
131,0.0390586,0.0141002,0.361001
132,0.0390631,0.0141242,0.361573
133,0.0390558,0.0141281,0.36174
134,0.0390487,0.0141489,0.362339
135,0.0390591,0.0141429,0.362089
136,0.0390528,0.0140893,0.360776
137,0.0390722,0.0141598,0.362402
138,0.0390827,0.0141375,0.361733
139,0.0390734,0.0141631,0.362474
140,0.0390721,0.0141443,0.362005
141,0.0390714,0.0141333,0.361729
142,0.039052,0.0140939,0.360902
143,0.0390839,0.0141345,0.361645
144,0.0390776,0.0141476,0.362038
145,0.0390666,0.0141442,0.362054
146,0.0390351,0.0141357,0.362127
147,0.039057,0.0141404,0.362045
148,0.0390758,0.0141457,0.362007
149,0.0390755,0.0141367,0.361778
150,0.0390571,0.0141038,0.361107
151,0.0390424,0.0141234,0.361745
152,0.0390863,0.0141585,0.362237
153,0.039045,0.0141364,0.362054
154,0.0390346,0.0141191,0.361707
155,0.0390468,0.0141276,0.361813
156,0.0390533,0.0141434,0.362155
157,0.039064,0.0141062,0.361105
158,0.0390379,0.0141094,0.361429
159,0.0390373,0.0141172,0.361635
160,0.0390697,0.0141257,0.361553
161,0.0390297,0.0141319,0.36208
162,0.0390581,0.0140836,0.360581
163,0.0390643,0.0141416,0.362009
164,0.0390338,0.014096,0.361123
165,0.0390893,0.0141316,0.361522
166,0.03902,0.014144,0.362481
167,0.039103,0.0141066,0.360754
168,0.0390711,0.0140954,0.360762
169,0.0390416,0.014118,0.361614
170,0.0390611,0.0141368,0.361916
171,0.0390686,0.0141376,0.361867
172,0.0390913,0.0141067,0.360865
173,0.0390916,0.0141471,0.361896
174,0.0390566,0.0141364,0.361947
175,0.0390666,0.0141306,0.361706
176,0.0390369,0.0141294,0.36195
177,0.0390364,0.0141089,0.36143
178,0.039058,0.0141035,0.361091
179,0.0390966,0.0141289,0.361384
180,0.0390581,0.0141044,0.361113
181,0.039049,0.0141017,0.361128
182,0.039032,0.0141269,0.361931
183,0.03901,0.014134,0.362317
184,0.0390768,0.014111,0.361109
185,0.0390831,0.0141442,0.361901
186,0.0390491,0.0140889,0.360799
187,0.0390854,0.0141259,0.361412
188,0.0390724,0.0141327,0.361704
189,0.0390751,0.0141299,0.361609
190,0.0390602,0.0141268,0.361668
191,0.0390756,0.0141231,0.361431
192,0.0390544,0.0140722,0.360323
193,0.0390465,0.0141168,0.361539
194,0.0390271,0.0141283,0.362012
195,0.0390607,0.0141227,0.361559
196,0.0390669,0.0141129,0.361249
197,0.0390589,0.014119,0.361481
198,0.0390565,0.0141377,0.361982
199,0.0390645,0.0141293,0.361692
200,0.0390471,0.0141415,0.362165
201,0.0390514,0.0141184,0.361535
202,0.0391003,0.014133,0.361455
203,0.0390751,0.0141128,0.36117
204,0.0390823,0.0141341,0.36165
205,0.039048,0.0140909,0.360862
206,0.0390583,0.0141244,0.361624
207,0.0390749,0.0141308,0.361635
208,0.0390903,0.0141461,0.361884
209,0.0390554,0.0141364,0.361958
210,0.0390565,0.0141284,0.361742
211,0.0390515,0.0141336,0.361922
212,0.039058,0.0141453,0.362162
213,0.0390821,0.0141318,0.361593
214,0.0390426,0.0141278,0.361856
215,0.0390642,0.0141227,0.361526
216,0.039062,0.0141115,0.361258
217,0.0390659,0.014133,0.361773
218,0.039083,0.014118,0.361231
219,0.039061,0.0141089,0.361201
220,0.0390726,0.0141799,0.36291
221,0.0390528,0.0141116,0.361346
222,0.0390667,0.0141518,0.362248
223,0.0390468,0.014127,0.361798
224,0.0390819,0.0141173,0.361223
225,0.0390571,0.0141733,0.362887
226,0.0390569,0.0141112,0.361298
227,0.0390594,0.0141388,0.361982
228,0.0390541,0.0141498,0.362314
229,0.0390808,0.0141533,0.362156
230,0.0390946,0.0141544,0.362055
231,0.0390791,0.0141568,0.362261
232,0.039096,0.0141625,0.362249
233,0.0390784,0.0141594,0.362334
234,0.0390657,0.0141486,0.362173
235,0.0390538,0.0141175,0.361489
236,0.0390463,0.0141507,0.362409
237,0.0390819,0.0141065,0.360947
238,0.0390817,0.0141327,0.361621
239,0.0390752,0.0141146,0.361217
240,0.0390732,0.0141677,0.362593
241,0.0390666,0.0141536,0.362293
242,0.0390762,0.0141178,0.36129
243,0.0390912,0.0141521,0.362027
244,0.0390706,0.0141458,0.362057
245,0.0390773,0.0141646,0.362475
246,0.039062,0.0141483,0.362201
247,0.0390656,0.0141615,0.362506
248,0.0390769,0.0141188,0.361309
249,0.0390979,0.0141748,0.362546
250,0.0390852,0.0141302,0.361522
251,0.0390721,0.0141078,0.361071
252,0.039062,0.0141395,0.361975
253,0.0390818,0.0141945,0.363199
254,0.0391095,0.0142163,0.3635
255,0.0390942,0.0141372,0.361619
256,0.0390977,0.0141726,0.362492
257,0.0390888,0.0141577,0.362194
258,0.0390782,0.014129,0.361557
259,0.0390834,0.0141239,0.361378
260,0.0390815,0.0141767,0.362748
261,0.0390925,0.0141392,0.361685
262,0.0390699,0.0141617,0.362472
263,0.0391143,0.0141741,0.362377
264,0.0391019,0.0141663,0.362293
265,0.0390707,0.0141764,0.362841
266,0.0390605,0.0141701,0.362773
267,0.0390742,0.0141377,0.361816
268,0.0390878,0.0141784,0.362732
269,0.0391065,0.014225,0.363751
270,0.0390796,0.014206,0.363514
271,0.039097,0.0142031,0.363278
272,0.0391125,0.0142302,0.363827
273,0.0390904,0.0141956,0.363149
274,0.0390788,0.0141598,0.362338
275,0.0390576,0.014182,0.363106
276,0.0390857,0.0141853,0.362928
277,0.0391076,0.0141885,0.362807
278,0.0390892,0.0142305,0.364053
279,0.0390697,0.0141673,0.362617
280,0.0390657,0.0141711,0.362751
281,0.0391173,0.0141797,0.362492
282,0.0391046,0.0142188,0.363609
283,0.0390905,0.0142232,0.363853
284,0.0390856,0.0142299,0.36407
285,0.0391049,0.014212,0.363433
286,0.0391053,0.0141675,0.362291
287,0.0391065,0.0141999,0.363107
288,0.0390835,0.0141858,0.362961
289,0.0391271,0.0142039,0.363019
290,0.0390742,0.0141915,0.363194
291,0.0391122,0.0141485,0.361741
292,0.0391237,0.0141863,0.362601
293,0.0390855,0.0142259,0.363969
294,0.0390906,0.0142062,0.363419
295,0.0391308,0.0142162,0.363301
296,0.0390948,0.0141871,0.36289
297,0.0390871,0.0141995,0.363278
298,0.039074,0.0141742,0.362752
299,0.0391214,0.0141785,0.362423
300,0.0390967,0.0142159,0.363609
301,0.0391003,0.0142264,0.363845
302,0.0391274,0.0142119,0.363222
303,0.0391093,0.0142136,0.363433
304,0.0390722,0.0141813,0.362951
305,0.0390856,0.0141866,0.362963
307,0.0391129,0.0142059,0.363202
306,0.039065,0.0141867,0.363157
308,0.0390767,0.014176,0.362774
309,0.0391064,0.0141874,0.362789
310,0.0391034,0.0142213,0.363685
311,0.0391269,0.0142326,0.363754
312,0.0390609,0.0142251,0.364177
313,0.0390872,0.0141962,0.363192
314,0.0390846,0.0142299,0.364081
315,0.039121,0.0142217,0.36353
316,0.0390916,0.0142276,0.363955
317,0.0391135,0.0141904,0.362802
318,0.0390857,0.0141968,0.363224
319,0.0390973,0.0142119,0.363502
320,0.0391076,0.014236,0.364023
321,0.0390711,0.0142213,0.363985
322,0.0391,0.0142116,0.363468
323,0.0391001,0.0142261,0.363837
324,0.0390986,0.0142439,0.364308
325,0.0390933,0.0142438,0.364354
326,0.0390916,0.0142096,0.363493
327,0.0391003,0.0142284,0.363895
328,0.0390967,0.0142241,0.363818
329,0.0391112,0.0142242,0.363685
330,0.0390773,0.0142349,0.364275
331,0.039094,0.0142278,0.363939
332,0.0391029,0.0142317,0.363956
333,0.03911,0.0142043,0.363188
334,0.0390711,0.0142028,0.363511
335,0.0391041,0.0142423,0.364215
336,0.0391205,0.014227,0.36367
337,0.0390951,0.0142437,0.364335
338,0.0391089,0.0142491,0.364344
339,0.0391182,0.01424,0.364024
340,0.0391087,0.0142023,0.363149
341,0.0391213,0.0142729,0.364838
342,0.0391056,0.0142315,0.363924
343,0.0391044,0.0142754,0.365059
344,0.0390886,0.0142438,0.364399
345,0.0390957,0.014244,0.364337
346,0.0391213,0.0142564,0.364416
347,0.0390872,0.0142706,0.365097
348,0.0391181,0.0142608,0.364558
349,0.0390909,0.0142527,0.364605
350,0.0390831,0.0141918,0.363119
351,0.039098,0.014205,0.363317
352,0.0391171,0.0142258,0.363671
353,0.0391083,0.0142456,0.36426
354,0.039094,0.0142425,0.364314
355,0.0391018,0.0142527,0.364503
356,0.0390979,0.0142568,0.364645
357,0.039125,0.0142438,0.36406
358,0.0391074,0.01423,0.363871
359,0.0390672,0.0142498,0.364751
360,0.0390952,0.0142429,0.364315
361,0.0391273,0.0142635,0.364541
362,0.0391067,0.0142397,0.364125
363,0.0391119,0.0142446,0.3642
364,0.0391109,0.0142673,0.364792
365,0.039111,0.014257,0.364526
366,0.0391034,0.0142974,0.365631
367,0.0390913,0.0142455,0.364414
368,0.0391019,0.0142575,0.364624
369,0.0391062,0.0142231,0.363704
370,0.0391065,0.0142568,0.364564
371,0.0391179,0.0142553,0.36442
372,0.0391049,0.0142526,0.364472
373,0.0391379,0.014256,0.36425
374,0.0391025,0.0142604,0.364692
375,0.0391066,0.0142555,0.36453
376,0.0390832,0.0143039,0.365985
377,0.0390971,0.0142466,0.36439
378,0.0390915,0.0142799,0.365294
379,0.0391211,0.014233,0.363818
380,0.0390922,0.0142515,0.364562
381,0.0391148,0.0142731,0.364903
382,0.0391262,0.0142677,0.364658
383,0.0390967,0.014255,0.36461
384,0.0391167,0.0142474,0.364229
385,0.0390945,0.0142495,0.364489
386,0.0391257,0.0142772,0.364905
387,0.0391101,0.0142693,0.36485
388,0.0391398,0.0142682,0.364544
389,0.0391059,0.0142982,0.365629
390,0.0391105,0.0142409,0.364119
391,0.0390975,0.014259,0.364703
392,0.0390825,0.0142876,0.365575
393,0.0391366,0.0142422,0.363911
394,0.0390861,0.0142404,0.364334
395,0.0390998,0.0142792,0.365199
396,0.039126,0.0142958,0.365379
397,0.0391083,0.0142676,0.364822
398,0.0390933,0.0142582,0.364724
399,0.0391277,0.014224,0.363529
400,0.0391029,0.0142794,0.365174
401,0.0391256,0.0142699,0.364721
402,0.0390996,0.0142158,0.36358
403,0.0391237,0.0143031,0.365588
404,0.0391074,0.0142541,0.364485
405,0.0391411,0.0142932,0.365172
406,0.0391105,0.0142657,0.364752
407,0.0391046,0.0142828,0.365247
408,0.039116,0.0142642,0.364665
409,0.0390957,0.014268,0.364952
410,0.0391043,0.0142868,0.365351
411,0.0391049,0.0142423,0.364209
412,0.0391033,0.0142312,0.363939
413,0.0390851,0.014272,0.365152
414,0.0391234,0.0143115,0.365804
415,0.0391353,0.0142826,0.364955
416,0.0391269,0.014286,0.365118
417,0.0391129,0.0142861,0.365252
418,0.0390997,0.0142627,0.364779
419,0.0391168,0.0143017,0.365614
420,0.0390921,0.0142886,0.365512
421,0.0390929,0.0142436,0.364352
422,0.0390862,0.014317,0.366293
423,0.0390944,0.0143051,0.365912
424,0.0391182,0.0142952,0.365436
425,0.0391213,0.014281,0.365043
426,0.0391299,0.0142965,0.36536
427,0.0391135,0.0142916,0.365388
428,0.0390869,0.014248,0.364521
429,0.0391121,0.0142859,0.365254
430,0.0390986,0.0143109,0.366019
431,0.0391202,0.0142795,0.365016
432,0.0391225,0.0143453,0.366676
433,0.0391061,0.0142845,0.365276
434,0.0391067,0.0142632,0.364725
435,0.039118,0.0142988,0.365529
436,0.0391111,0.0142745,0.364972
437,0.0391141,0.0142718,0.364878
438,0.0391189,0.0143002,0.365558
439,0.0391004,0.0142837,0.365308
440,0.039076,0.0142807,0.365459
441,0.0391151,0.014298,0.365537
442,0.0390933,0.0142908,0.365557
443,0.0391009,0.0142652,0.364831
444,0.0390928,0.0142815,0.365323
445,0.0390799,0.0142895,0.365648
446,0.0391119,0.0142516,0.36438
447,0.039128,0.0142817,0.364999
448,0.0391045,0.0143068,0.36586
449,0.0391047,0.014316,0.366093
450,0.0391164,0.0142922,0.365377
451,0.0391016,0.014284,0.365306
452,0.0391185,0.014312,0.365863
453,0.0391226,0.0142957,0.365408
454,0.0390978,0.0142768,0.365157
455,0.0391105,0.0143188,0.366112
456,0.0390801,0.0143002,0.36592
457,0.0390818,0.0142764,0.365297
458,0.0390942,0.0142639,0.364859
459,0.0391267,0.0143146,0.365851
460,0.0391037,0.0142648,0.364795
461,0.0391041,0.0142989,0.365662
462,0.0390828,0.0142558,0.364759
463,0.0391037,0.014296,0.365593
464,0.0391179,0.0143027,0.365631
465,0.0391332,0.0142851,0.365038
466,0.0391325,0.0142984,0.365385
467,0.0391084,0.0142733,0.364968
468,0.0391253,0.014277,0.364904
469,0.0391116,0.0142764,0.365017
470,0.0391095,0.0142361,0.364007
471,0.0391079,0.0142742,0.364995
472,0.0391194,0.0143136,0.365894
473,0.0391132,0.0143133,0.365945
474,0.0390799,0.0142819,0.365454
475,0.0391232,0.0143086,0.365732
476,0.0391177,0.0142822,0.365109
477,0.0391222,0.0142905,0.365278
478,0.0391263,0.0143204,0.366005
479,0.0391088,0.0143039,0.365746
480,0.039108,0.0142936,0.365491
481,0.0391012,0.0142806,0.365223
482,0.0390927,0.0142889,0.365512
483,0.0390994,0.0142343,0.364054
484,0.0391008,0.0142582,0.364651
485,0.039132,0.0142735,0.364752
486,0.0391319,0.01433,0.366196
487,0.0391238,0.0142935,0.36534
488,0.0390943,0.0142723,0.365074
489,0.0390841,0.0142778,0.365309
490,0.0390831,0.0142996,0.365877
491,0.0390785,0.0142856,0.365561
492,0.039101,0.0142969,0.365639
493,0.0390932,0.0142548,0.364637
494,0.0391171,0.0142933,0.365397
495,0.0391213,0.0142671,0.364689
496,0.0391132,0.0142752,0.364971
497,0.03909,0.0143173,0.366264
498,0.0390878,0.0142647,0.364939
499,0.0390935,0.0142688,0.364992
500,0.0391076,0.0142865,0.365313
501,0.0391038,0.014263,0.364748
502,0.0391035,0.014267,0.364851
503,0.0391108,0.0142866,0.365286
504,0.0390574,0.0142513,0.364882
505,0.0390883,0.014268,0.365021
506,0.0391125,0.0142973,0.365543
507,0.0390952,0.0142565,0.364661
508,0.0390989,0.0142503,0.364468
509,0.0390992,0.0142869,0.365401
510,0.0391098,0.0142928,0.365452
511,0.0390968,0.0142809,0.365271
512,0.0390875,0.0142605,0.364836
513,0.0390785,0.014245,0.364522
514,0.0391154,0.0142501,0.36431
515,0.0390925,0.0142427,0.364332
516,0.0391109,0.0143019,0.365675
517,0.0391087,0.0142892,0.36537
518,0.0390711,0.0142488,0.364688
519,0.0390978,0.0142899,0.36549
520,0.0391135,0.0142226,0.363624
521,0.0390801,0.0142429,0.364454
522,0.0390742,0.0142635,0.365037
523,0.039085,0.0142376,0.364274
524,0.0390918,0.0142714,0.365074
525,0.0391121,0.0142347,0.363946
526,0.0390802,0.0142514,0.36467
527,0.039073,0.014244,0.36455
528,0.0390762,0.0142634,0.365016
529,0.0391038,0.01428,0.365182
530,0.0390729,0.0142498,0.364698
531,0.0390594,0.0142787,0.365564
532,0.039106,0.0142154,0.363509
533,0.0390875,0.0143031,0.365926
534,0.0390949,0.0142419,0.364291
535,0.0390833,0.0142611,0.364889
536,0.0391025,0.0142381,0.364122
537,0.0390575,0.0142792,0.365594
538,0.0390834,0.0142189,0.36381
539,0.0391008,0.0142548,0.364565
540,0.0390719,0.0142252,0.364079
541,0.0390809,0.0141975,0.363286
542,0.0390777,0.0142163,0.363796
543,0.0390776,0.0142427,0.364473
544,0.0390918,0.0142684,0.364998
545,0.0390801,0.0142163,0.363773
546,0.0390618,0.0141951,0.363401
547,0.0390878,0.0142392,0.364287
548,0.0390789,0.0142278,0.36408
549,0.0390721,0.0142312,0.364229
550,0.0390768,0.0142171,0.363826
551,0.0390861,0.0142087,0.363524
552,0.0390687,0.0142268,0.364149
553,0.0390659,0.0142164,0.363909
554,0.0390616,0.01427,0.36532
555,0.0390786,0.0142524,0.36471
556,0.039068,0.0142666,0.365173
557,0.0390688,0.0142211,0.364002
558,0.039053,0.0142151,0.363994
559,0.0390566,0.0141773,0.362995
560,0.0390405,0.0142201,0.36424
561,0.039058,0.0142074,0.363753
562,0.0390606,0.0142223,0.364109
563,0.0390623,0.0141834,0.363098
564,0.0390493,0.0142069,0.36382
565,0.0390543,0.0141972,0.363524
566,0.0390769,0.0142172,0.363825
567,0.0390661,0.0142245,0.364113
568,0.0390718,0.0142091,0.363668
569,0.0390285,0.0142086,0.364059
570,0.0390715,0.0142159,0.363844
571,0.0390648,0.0141753,0.362866
572,0.0390748,0.0141981,0.363358
573,0.0390693,0.0142227,0.364037
574,0.0390726,0.0142002,0.36343
575,0.0390445,0.0141921,0.363484
576,0.0390781,0.0142304,0.364154
577,0.039052,0.0141732,0.362932
578,0.0390478,0.0142342,0.364532
579,0.0390554,0.0141806,0.36309
580,0.0390691,0.0142249,0.364097
581,0.0390769,0.0141874,0.363065
582,0.0390764,0.0142428,0.364486
583,0.039027,0.0141966,0.363764
584,0.0390299,0.0142093,0.364061
585,0.0390492,0.0142147,0.36402
586,0.0390816,0.0142017,0.363385
587,0.0390821,0.014194,0.363183
588,0.0390559,0.0142569,0.365039
589,0.0390674,0.0141973,0.363405
590,0.0390284,0.0142131,0.364173
591,0.0390574,0.0141896,0.363303
592,0.0390742,0.0141968,0.363329
593,0.0390756,0.014197,0.36332
594,0.0390715,0.0142333,0.364288
595,0.0390642,0.0141785,0.362955
596,0.039075,0.0141866,0.363061
597,0.0390594,0.0142151,0.363936
598,0.0390502,0.014178,0.363072
599,0.0390461,0.0141897,0.363409
600,0.0390286,0.0141522,0.362612
601,0.0390815,0.01445,0.369739
602,0.0390646,0.0144104,0.368886
603,0.0390347,0.0144268,0.369588
604,0.03906,0.0144567,0.370115
605,0.0390455,0.0144131,0.369135
606,0.0390371,0.0144125,0.369199
607,0.0390739,0.0144158,0.368936
608,0.0390549,0.0144053,0.368848
609,0.0390372,0.0144638,0.370514
610,0.0390545,0.0144341,0.369588
611,0.0390475,0.0144225,0.369358
612,0.0390317,0.0144649,0.370592
613,0.039051,0.0143811,0.368266
614,0.0390582,0.0144199,0.36919
615,0.039042,0.0144408,0.369878
616,0.0390274,0.0144485,0.370215
617,0.0390256,0.0144388,0.369983
618,0.0390747,0.014438,0.369498
619,0.0390571,0.0144551,0.370103
620,0.0390526,0.0144201,0.369249
621,0.0390517,0.0144551,0.370154
622,0.0390373,0.0144283,0.369604
623,0.0390571,0.0144277,0.369399
624,0.0390334,0.0144253,0.369563
625,0.0390241,0.0144376,0.369966
626,0.0390559,0.0144279,0.369416
627,0.0390474,0.014445,0.369934
628,0.0390541,0.0144625,0.370321
629,0.0390678,0.0144479,0.369815
630,0.039034,0.014389,0.368627
631,0.0390354,0.0144433,0.370005
632,0.0390577,0.0144699,0.370476
633,0.0390349,0.0144469,0.370103
634,0.0390688,0.0144467,0.369777
635,0.0390541,0.0144541,0.370106
636,0.0390593,0.0144057,0.368815
637,0.0390436,0.0144245,0.369446
638,0.039043,0.0144672,0.370547
639,0.0390399,0.0144304,0.369633
640,0.0390498,0.0144481,0.369993
641,0.0390421,0.0144262,0.369504
642,0.0390463,0.0144267,0.369476
644,0.0390672,0.0144398,0.369614
643,0.0390496,0.0144348,0.369653
645,0.0390473,0.0144315,0.369589
646,0.0390399,0.014448,0.370083
647,0.0390473,0.0144352,0.369684
648,0.0390692,0.0144711,0.370396
649,0.0390324,0.0144412,0.369981
650,0.0390864,0.0144337,0.369278
651,0.0390429,0.0144729,0.370691
652,0.0390462,0.0144198,0.369301
653,0.0390349,0.0144498,0.370177
654,0.0390162,0.014443,0.370179
655,0.0390524,0.014438,0.369708
656,0.0390396,0.0144016,0.368897
657,0.0390355,0.0144381,0.369871
658,0.0390389,0.0144282,0.369587
659,0.0390455,0.0144654,0.370475
660,0.0390594,0.0144453,0.369828
661,0.0390274,0.0143755,0.368343
662,0.0390637,0.0144368,0.369572
663,0.0390442,0.0144649,0.370476
664,0.0390523,0.0144719,0.370578
665,0.0390162,0.014416,0.369488
666,0.0390349,0.0144813,0.370984
667,0.0390395,0.01441,0.369114
668,0.039049,0.0144219,0.369327
669,0.0390429,0.0144398,0.369843
670,0.0390469,0.0144441,0.369916
671,0.039049,0.0144497,0.370041
672,0.0390542,0.0144646,0.370373
673,0.0390553,0.0144154,0.369103
674,0.0390463,0.0144601,0.370333
675,0.0390462,0.014421,0.369331
676,0.0390724,0.0144005,0.36856
677,0.0390367,0.0144397,0.369901
678,0.0390361,0.0144219,0.36945
679,0.0390332,0.0144642,0.370561
680,0.0390235,0.0143974,0.368941
681,0.0390325,0.0144161,0.369336
682,0.0390267,0.0144561,0.370416
683,0.0390515,0.0144486,0.369989
684,0.0390451,0.0144378,0.369772
685,0.0390429,0.0144225,0.369403
686,0.039035,0.0144199,0.369408
687,0.0390542,0.0144768,0.370684
688,0.0390438,0.0144695,0.370596
689,0.0390283,0.0144205,0.369487
690,0.0390337,0.0144263,0.369586
691,0.0390431,0.0144542,0.370212
692,0.0390161,0.0144231,0.369672
693,0.0390362,0.0144426,0.36998
694,0.0390352,0.0144108,0.369175
695,0.0390516,0.0144064,0.368906
696,0.0390301,0.0144322,0.369771
697,0.0390307,0.0144119,0.369244
698,0.0390484,0.0144287,0.369508
699,0.039033,0.0144334,0.369775
700,0.0390071,0.0144106,0.369434
701,0.039025,0.0143886,0.368702
702,0.0390512,0.0144334,0.369602
703,0.0390161,0.0144134,0.369422
704,0.0390254,0.0144528,0.370343
705,0.0390133,0.0143708,0.368357
706,0.0390161,0.0144159,0.369487
707,0.0390337,0.0144371,0.369864
708,0.0390404,0.0143955,0.368732
709,0.0390279,0.0144087,0.36919
710,0.0390315,0.0144161,0.369346
711,0.0390302,0.0144002,0.368949
712,0.0390313,0.0144083,0.369146
713,0.0390345,0.0144002,0.368909
714,0.0390145,0.0143488,0.367783
715,0.0390249,0.0144106,0.369267
716,0.0390136,0.0144179,0.369562
717,0.0390054,0.0144264,0.369855
718,0.0390285,0.0143564,0.367845
719,0.0390171,0.014423,0.369659
720,0.0390534,0.0143862,0.368371
721,0.0390325,0.0143861,0.368566
722,0.0390486,0.0144765,0.370732
723,0.0390557,0.0144216,0.369257
724,0.0390293,0.0144222,0.369522
725,0.0390307,0.0144239,0.369553
726,0.0390197,0.0144034,0.369131
727,0.0390178,0.0144217,0.369619
728,0.0390267,0.0144055,0.369119
729,0.0390116,0.0143799,0.368605
730,0.0390499,0.0143884,0.368463
731,0.039023,0.0143616,0.36803
732,0.0390235,0.0144114,0.369299
733,0.0390429,0.014361,0.367827
734,0.0390502,0.0144067,0.368928
735,0.0390317,0.0143825,0.368482
736,0.0390216,0.0143893,0.368752
737,0.0390582,0.0143539,0.3675
738,0.0389939,0.0143744,0.368633
739,0.039053,0.0143977,0.368671
740,0.0390307,0.014367,0.368096
741,0.0390268,0.0144528,0.37033
