Frame,Mean,StdDev,Kurtosis
742,0.0389938,0.0143898,0.369028
743,0.0390176,0.0143686,0.368261
744,0.0390395,0.0143917,0.368645
745,0.0390227,0.0144056,0.36916
746,0.0390215,0.0144172,0.369467
747,0.0390377,0.01438,0.368362
748,0.0390192,0.0143971,0.368974
749,0.0389957,0.0143558,0.368137
750,0.039042,0.014416,0.369243
751,0.0390309,0.0143994,0.368923
752,0.0390327,0.0143934,0.368751
753,0.0390362,0.0143848,0.368499
754,0.0390264,0.0143743,0.368324
755,0.0390122,0.0144088,0.369339
756,0.039016,0.0144081,0.369286
757,0.0390039,0.0143749,0.36855
758,0.0390315,0.014403,0.369009
759,0.0390326,0.0143965,0.368832
760,0.0390179,0.0144123,0.369376
761,0.0390006,0.0143491,0.36792
762,0.0390009,0.0144018,0.369268
763,0.0390227,0.0143665,0.368158
764,0.0390195,0.0143854,0.368671
765,0.0390167,0.0143682,0.368259
766,0.0390036,0.0143685,0.368389
767,0.0390133,0.014371,0.368362
768,0.0390174,0.0143456,0.367672
769,0.0390373,0.0143622,0.36791
770,0.0390345,0.0143941,0.368753
771,0.0390177,0.0144016,0.369104
772,0.0390079,0.0143523,0.367935
773,0.0390189,0.0143396,0.367503
774,0.0390282,0.0144264,0.369642
775,0.0390018,0.0143869,0.368877
776,0.0390574,0.0143806,0.36819
777,0.0389957,0.0143708,0.368522
778,0.0390193,0.0143978,0.368992
779,0.039018,0.0143511,0.367807
780,0.0390024,0.014368,0.368388
781,0.0390199,0.0143665,0.368184
782,0.0390161,0.0143764,0.368475
783,0.0390004,0.0143611,0.368231
784,0.0390354,0.0143756,0.36827
785,0.0390401,0.0143784,0.368299
786,0.0390097,0.0143404,0.367611
787,0.0390326,0.0143791,0.368387
788,0.0390177,0.0143684,0.368254
789,0.0390124,0.0143546,0.367949
790,0.0390183,0.0143718,0.368336
791,0.0390243,0.0143737,0.368327
792,0.0389963,0.014365,0.368368
793,0.0390037,0.0143244,0.367258
794,0.0389891,0.0143566,0.368221
795,0.0389901,0.0143295,0.367516
796,0.0390356,0.0143614,0.367904
797,0.0390085,0.0143802,0.368643
798,0.0390091,0.0143381,0.367557
799,0.0390134,0.0143313,0.367343
800,0.0390116,0.0143823,0.368668
801,0.0390265,0.0143705,0.368223
802,0.03902,0.0143513,0.367795
803,0.0390258,0.0143662,0.36812
804,0.0390188,0.0144001,0.369056
805,0.0390016,0.0143672,0.368373
806,0.0390134,0.0143898,0.368841
807,0.0389976,0.0143902,0.369001
808,0.0389922,0.0143294,0.367492
809,0.039009,0.0143468,0.367782
810,0.0390219,0.0143478,0.367686
811,0.0390039,0.0143289,0.36737
812,0.0389968,0.0143173,0.36714
813,0.0389889,0.0143294,0.367526
814,0.0390262,0.0143273,0.367119
815,0.039008,0.0143633,0.368213
816,0.0390025,0.0143455,0.36781
817,0.0390071,0.0143136,0.366948
818,0.0390137,0.0143383,0.36752
819,0.039009,0.0143739,0.368476
820,0.039001,0.0143413,0.367716
821,0.0389927,0.0143114,0.367028
822,0.0390197,0.014347,0.367685
823,0.0389913,0.01438,0.368799
824,0.0390078,0.0143771,0.368571
825,0.0390355,0.0143835,0.368472
826,0.0390209,0.014363,0.368086
827,0.038994,0.0143506,0.36802
828,0.0390308,0.0143797,0.368419
829,0.0390116,0.0142993,0.36654
830,0.0390247,0.0143556,0.367859
831,0.0389756,0.0142824,0.366444
832,0.0390137,0.0143337,0.367402
833,0.0390186,0.0143351,0.367391
834,0.0390307,0.0143427,0.367473
835,0.0390057,0.0143165,0.367036
836,0.0389985,0.0143086,0.366901
837,0.0389927,0.0143377,0.367703
838,0.0390026,0.0143915,0.368988
839,0.0390208,0.0143389,0.367468
840,0.0389849,0.014334,0.367682
841,0.0389924,0.0143436,0.367857
842,0.0390486,0.014355,0.367618
843,0.038981,0.0143718,0.368686
844,0.0390186,0.0143533,0.367857
845,0.0390134,0.0143742,0.368441
846,0.0389993,0.014354,0.36806
847,0.039032,0.0143329,0.36721
848,0.0390261,0.0143207,0.366952
849,0.0390147,0.0143076,0.366723
850,0.0389927,0.0143293,0.367487
851,0.0389873,0.014367,0.368506
852,0.0390028,0.0143188,0.367123
853,0.0390046,0.0142994,0.366608
854,0.0390107,0.0143246,0.367197
855,0.0390063,0.0142873,0.366282
856,0.0390101,0.0143306,0.367356
857,0.0389934,0.014325,0.367368
858,0.0390217,0.0143184,0.366934
859,0.0390215,0.0143223,0.367036
860,0.0390161,0.0143165,0.366939
861,0.0390337,0.0142883,0.366051
862,0.0389891,0.0142986,0.366733
863,0.0389836,0.0143346,0.367708
864,0.0389921,0.0143366,0.367679
865,0.0390079,0.01433,0.36736
866,0.0389836,0.0142911,0.366592
867,0.0390165,0.0143304,0.36729
868,0.0390176,0.0143297,0.367263
869,0.0389868,0.0143322,0.367618
871,0.0390328,0.0143054,0.366497
870,0.0390281,0.014334,0.367274
872,0.0389893,0.0143088,0.366993
873,0.039031,0.0142977,0.366316
874,0.0390296,0.0142984,0.366348
875,0.0390049,0.0143533,0.367988
876,0.0389978,0.0143639,0.368327
877,0.0390342,0.0143394,0.367355
878,0.0390082,0.0143032,0.366671
879,0.0389928,0.0143352,0.367637
880,0.0389869,0.0143446,0.367932
881,0.0390134,0.0142964,0.366448
882,0.0390105,0.0143628,0.368178
883,0.0390353,0.0143488,0.367586
884,0.0390209,0.0143229,0.367056
885,0.0389924,0.0143594,0.368262
886,0.0390229,0.0143039,0.366552
887,0.0389951,0.014359,0.368227
888,0.0390167,0.0143198,0.367019
889,0.038997,0.014345,0.367848
890,0.0390156,0.0143516,0.367843
891,0.039015,0.0143367,0.367467
892,0.0390293,0.0143009,0.366414
893,0.0390117,0.0143196,0.367059
894,0.0390071,0.0142985,0.366562
895,0.0390046,0.0143338,0.36749
896,0.039019,0.0143423,0.367573
897,0.0389826,0.0143249,0.367468
898,0.0390079,0.0143091,0.366826
899,0.0390033,0.0143607,0.368192
900,0.0390086,0.0143576,0.368063
901,0.0390131,0.0143317,0.367357
902,0.0389998,0.0143093,0.366908
903,0.0390027,0.014341,0.367693
904,0.0390013,0.0143305,0.367435
905,0.0389966,0.0143183,0.367169
906,0.0389956,0.0143265,0.367387
907,0.0390067,0.0143181,0.367068
908,0.0390115,0.0143368,0.367502
909,0.0390024,0.0143338,0.367511
910,0.0390284,0.0143563,0.367843
911,0.038999,0.0143154,0.367071
912,0.0390226,0.0143303,0.367231
913,0.0390079,0.014322,0.367156
914,0.0390118,0.0143126,0.366879
915,0.039013,0.0143479,0.367772
916,0.0390228,0.0143283,0.367177
917,0.0390098,0.0143201,0.367088
918,0.0390457,0.0143251,0.366881
919,0.03901,0.014327,0.367264
920,0.0390034,0.014323,0.367226
921,0.0390038,0.0143398,0.367651
922,0.0390371,0.0143352,0.367221
923,0.0389921,0.0143588,0.36825
924,0.0390127,0.0143267,0.367231
925,0.0390213,0.0143318,0.367281
926,0.0389911,0.0143036,0.366842
927,0.0390101,0.0143075,0.366763
928,0.0389952,0.0143442,0.367846
929,0.0390212,0.0143231,0.36706
930,0.0390238,0.0143264,0.36712
931,0.0390072,0.0143529,0.367956
932,0.0390054,0.0143614,0.368191
933,0.0390118,0.0143261,0.367226
934,0.0390233,0.0143505,0.367743
935,0.0390104,0.0143125,0.36689
936,0.0389939,0.0143248,0.367359
937,0.0390032,0.0143423,0.36772
938,0.0390225,0.0143095,0.3667
939,0.0390008,0.0143204,0.367182
940,0.0390283,0.01437,0.368194
941,0.0390193,0.0143684,0.368239
942,0.0390141,0.0143803,0.368593
943,0.0390245,0.0143266,0.367118
944,0.0390189,0.0143253,0.367137
945,0.0390303,0.0143495,0.367651
946,0.0390185,0.0143741,0.368392
947,0.0390208,0.0143455,0.367638
948,0.0390441,0.0143526,0.367599
949,0.0390152,0.0143609,0.368085
950,0.0390165,0.0143462,0.367695
951,0.0390062,0.0143407,0.367652
952,0.038979,0.0143275,0.367571
953,0.0390255,0.0143676,0.36816
954,0.0390406,0.0143825,0.368398
955,0.039048,0.0143587,0.36772
956,0.0390067,0.0143519,0.367933
957,0.0389926,0.0143123,0.36705
958,0.0390047,0.0143429,0.367722
959,0.0390158,0.0143496,0.367789
960,0.0390004,0.0143557,0.36809
961,0.0390137,0.0143518,0.367866
962,0.0390124,0.0143492,0.367812
963,0.0389983,0.0143257,0.367341
964,0.0389952,0.0143617,0.368293
965,0.0390191,0.0143578,0.367969
966,0.039016,0.0143369,0.367461
967,0.0390255,0.014356,0.367861
968,0.039003,0.0143869,0.368867
970,0.0390137,0.0143514,0.367854
969,0.039001,0.0143578,0.36814
971,0.0390297,0.0143682,0.368136
972,0.0390289,0.0143659,0.368084
973,0.0390299,0.0143909,0.368715
974,0.0390125,0.014322,0.367114
975,0.0390344,0.0143621,0.367936
976,0.039007,0.0143593,0.368122
977,0.0390214,0.0143391,0.367467
978,0.0390304,0.0143137,0.366732
979,0.0390458,0.0143622,0.367831
980,0.0390182,0.0143701,0.368292
981,0.0390153,0.0143315,0.367331
982,0.0390319,0.0143419,0.36744
983,0.0389966,0.0143233,0.367296
984,0.0390408,0.0143927,0.368658
985,0.0389835,0.0143406,0.367863
986,0.0390193,0.0143465,0.367676
987,0.039011,0.0143728,0.368428
988,0.0390131,0.0143396,0.367558
989,0.0390167,0.0143412,0.367566
990,0.0390332,0.0143557,0.367781
991,0.0390067,0.0143541,0.367992
992,0.0390049,0.0143242,0.367241
993,0.0390055,0.0143729,0.368483
994,0.0390215,0.0143728,0.36833
995,0.0390056,0.0143457,0.367786
996,0.0390521,0.014375,0.368099
997,0.0389984,0.0143085,0.366899
998,0.0390541,0.0143602,0.3677
999,0.039026,0.0143598,0.367956
1000,0.0390245,0.014353,0.367794
1001,0.039017,0.0143641,0.36815
1002,0.0390133,0.0143421,0.367621
1003,0.0390048,0.0143636,0.368252
1004,0.0389986,0.0143422,0.367761
1005,0.0390466,0.0144007,0.368808
1006,0.039026,0.0143883,0.368684
1007,0.0390159,0.0143604,0.368066
1008,0.0390314,0.0144006,0.36895
1009,0.0390346,0.0143745,0.36825
1010,0.0389974,0.014374,0.368588
1011,0.0390302,0.014393,0.368765
1012,0.0390551,0.0143776,0.368137
1013,0.0390151,0.0143871,0.368758
1014,0.0390357,0.0144133,0.369234
1015,0.0390298,0.0144113,0.369238
1016,0.0390146,0.0144138,0.369445
1017,0.0390496,0.0143987,0.368729
1018,0.0390206,0.0144076,0.369229
1019,0.0390536,0.014396,0.36862
1020,0.039013,0.0143764,0.368503
1021,0.0390451,0.0144069,0.368982
1022,0.0390197,0.014395,0.368918
1023,0.0390555,0.0144446,0.369847
1024,0.0390115,0.0143621,0.36815
1025,0.0390456,0.0144183,0.369268
1026,0.0390373,0.0144183,0.369347
1027,0.0390449,0.014427,0.369498
1028,0.0390293,0.014429,0.369696
1029,0.0390262,0.0143782,0.368426
1030,0.0390083,0.0144217,0.369709
1031,0.039015,0.0143984,0.369047
1032,0.0390217,0.0144185,0.3695
1033,0.0390386,0.014414,0.369224
1034,0.0390554,0.014418,0.369167
1035,0.0390198,0.0144194,0.36954
1036,0.0390333,0.0144826,0.371031
1037,0.0390435,0.0144424,0.369905
1038,0.0390309,0.0143953,0.368818
1039,0.0390011,0.0144387,0.370212
1040,0.0390387,0.0144528,0.370218
1041,0.0390463,0.0144254,0.369444
1042,0.0390316,0.014416,0.369342
1043,0.0390346,0.014432,0.369722
1044,0.0390371,0.014412,0.369188
1045,0.0390217,0.0144141,0.369386
1046,0.0390267,0.0144256,0.369634
1047,0.0390081,0.0144496,0.370426
1048,0.0390434,0.0144657,0.370502
1049,0.0390412,0.0144624,0.370438
1050,0.0390385,0.0144357,0.369781
1051,0.0390466,0.0144426,0.369882
1052,0.0390469,0.0144469,0.369989
1053,0.0390372,0.0144423,0.369964
1054,0.0390247,0.0144211,0.369537
1055,0.039044,0.0144444,0.369953
1056,0.0390609,0.0144646,0.370308
1057,0.0390402,0.0144601,0.370391
1058,0.0390277,0.0144499,0.370246
1059,0.0390364,0.0144492,0.370147
1060,0.0390323,0.014451,0.370231
1061,0.0390568,0.0145007,0.371272
1062,0.0390386,0.0144825,0.37098
1063,0.0390234,0.0144572,0.370477
1064,0.0390502,0.0144483,0.369992
1065,0.0390084,0.0144696,0.370936
1066,0.0390481,0.014457,0.370236
1067,0.0390357,0.0144198,0.3694
1068,0.0390234,0.0144628,0.370618
1069,0.0390378,0.0144631,0.370488
1070,0.0390249,0.0145306,0.372341
1071,0.0390342,0.0144689,0.370673
1072,0.039043,0.0144642,0.370469
1073,0.0390378,0.014489,0.371154
1074,0.0390431,0.0144757,0.370763
1075,0.0390581,0.014463,0.370294
1076,0.0390144,0.0144667,0.370803
1077,0.0390249,0.014467,0.370713
1078,0.0390124,0.0144679,0.370853
1079,0.0390152,0.0144612,0.370656
1080,0.0390565,0.0144694,0.370475
1081,0.0390304,0.0144482,0.370177
1082,0.0390349,0.014506,0.371616
1083,0.0390472,0.0145122,0.371659
1084,0.0390253,0.0144868,0.371216
1085,0.0390297,0.0144683,0.370701
1086,0.0390346,0.0144734,0.370784
1087,0.0390275,0.0144682,0.370717
1088,0.0390293,0.014485,0.371132
1089,0.039026,0.0145364,0.372479
1090,0.039068,0.0145234,0.371747
1091,0.0390346,0.01448,0.370954
1092,0.0390437,0.0144738,0.370709
1093,0.0390413,0.0144895,0.371134
1094,0.0390401,0.0144935,0.371245
1095,0.0390361,0.0144838,0.371035
1096,0.0390167,0.0144719,0.370914
1097,0.0390377,0.014512,0.371744
1098,0.0390288,0.014479,0.370982
1099,0.0390427,0.0145104,0.371655
1100,0.0390327,0.0145228,0.372067
1101,0.0390212,0.0145059,0.371745
1102,0.0390275,0.0144827,0.37109
1103,0.0390389,0.0144956,0.371313
1104,0.0390316,0.0144847,0.371102
1105,0.0390305,0.0144984,0.371462
1106,0.0390584,0.0144973,0.37117
1107,0.0390323,0.0144815,0.371012
1108,0.0390294,0.0144952,0.371391
1109,0.0390253,0.0144808,0.371063
1110,0.0390225,0.0145078,0.371782
1111,0.0390497,0.0144979,0.371268
1112,0.0390355,0.0144926,0.371266
1113,0.0390449,0.0145058,0.371515
1114,0.0390307,0.0145204,0.372025
1115,0.039031,0.0144889,0.371215
1116,0.0390296,0.0144818,0.371046
1117,0.0390513,0.0144738,0.370634
1118,0.0390125,0.0144956,0.371562
1119,0.0390498,0.014507,0.371499
1120,0.0390143,0.0144532,0.37046
1121,0.0390195,0.0145216,0.372163
1122,0.0390137,0.0144963,0.37157
1123,0.0390429,0.0145243,0.372009
1124,0.039027,0.0145151,0.371925
1125,0.0390145,0.014489,0.371376
1126,0.0390125,0.0144999,0.371673
1127,0.0390364,0.0144698,0.370674
1128,0.0390558,0.014522,0.371827
1129,0.0390226,0.0145071,0.371762
1130,0.039048,0.0145008,0.371358
1131,0.0390241,0.0144983,0.371521
1132,0.0390219,0.0144934,0.371418
1133,0.0390015,0.0144959,0.371675
1134,0.039017,0.0144949,0.371504
1135,0.0390209,0.0144601,0.370573
1136,0.0390223,0.0145167,0.37201
1137,0.0390204,0.0144776,0.371027
1138,0.0390026,0.0144914,0.37155
1139,0.0390253,0.0145475,0.372772
1140,0.0390091,0.0145038,0.371805
1141,0.0390227,0.0144877,0.371262
1142,0.0390547,0.014465,0.370378
1143,0.0390341,0.0145019,0.37152
1144,0.039024,0.0145248,0.372202
1145,0.0390353,0.0144904,0.371212
1146,0.0390156,0.0144718,0.370925
1147,0.0390311,0.014483,0.371062
1148,0.0390076,0.0144804,0.371221
1149,0.0390214,0.0144638,0.370664
1150,0.0390158,0.0144702,0.370881
1151,0.0389948,0.0145277,0.372556
1152,0.0390287,0.0144605,0.370511
1153,0.0390313,0.0144868,0.37116
1154,0.0390121,0.0145015,0.371719
1155,0.0390048,0.0144979,0.371695
1156,0.0390006,0.0144595,0.37075
1157,0.0390146,0.0145013,0.371688
1158,0.0389918,0.0144682,0.371056
1159,0.039034,0.014526,0.372137
1160,0.0390164,0.0144621,0.370667
1161,0.0390024,0.0144859,0.371411
1162,0.0390191,0.014437,0.369997
1163,0.0390174,0.0145056,0.371773
1164,0.0390126,0.0144417,0.370181
1165,0.0390142,0.0144864,0.371311
1166,0.0390071,0.0145443,0.372863
1167,0.039021,0.0144568,0.370489
1168,0.0389969,0.0144912,0.3716
1169,0.0390102,0.0144989,0.371669
1170,0.0389953,0.0144756,0.371215
1171,0.0390109,0.0144793,0.37116
1172,0.0390131,0.0145084,0.371885
1173,0.0390092,0.0145044,0.371819
1174,0.0390233,0.0144803,0.371069
1175,0.0390103,0.0144816,0.371225
1176,0.0389753,0.0144598,0.370998
1177,0.0389969,0.0144956,0.371713
1178,0.0389993,0.0145221,0.372369
1179,0.0390215,0.0144775,0.371014
1180,0.039006,0.0144823,0.371284
1181,0.0389965,0.0145306,0.372614
1182,0.0390115,0.014486,0.371325
1183,0.0390139,0.0144752,0.371026
1184,0.0389796,0.0144793,0.371459
1185,0.0390246,0.0144906,0.37132
1186,0.0390152,0.0144669,0.370802
1187,0.0390121,0.0144841,0.371273
1188,0.0389832,0.0144544,0.370785
1189,0.0390159,0.0144607,0.370637
1190,0.0390318,0.0144903,0.371243
1191,0.0390003,0.0144423,0.370313
1192,0.0389902,0.014474,0.371222
1193,0.0389961,0.0144579,0.370751
1195,0.0389863,0.0144206,0.369888
1194,0.0389613,0.0144664,0.371302
1196,0.0389936,0.0144407,0.370335
1197,0.0389717,0.0144421,0.37058
1198,0.0389949,0.0144589,0.370789
1199,0.0390111,0.0144753,0.371055
1200,0.0389861,0.0144374,0.370323
1201,0.0389943,0.0144431,0.37039
1202,0.0389948,0.014435,0.370178
1203,0.0389787,0.0144388,0.370429
1204,0.0389951,0.0144629,0.37089
1205,0.0389775,0.0144482,0.37068
1206,0.0389904,0.0144581,0.370811
1207,0.0389963,0.0144431,0.370372
1208,0.0389997,0.014445,0.370389
1209,0.0389624,0.0143978,0.36953
1210,0.0389803,0.0144401,0.370447
1211,0.0389616,0.0144395,0.370607
1212,0.0389873,0.0144628,0.370963
1213,0.0389719,0.0144592,0.371015
1214,0.0389829,0.0144904,0.371711
1215,0.0389931,0.0144787,0.371314
1216,0.0389608,0.0144698,0.371394
1217,0.0389877,0.0143988,0.369318
1218,0.038976,0.0144739,0.371355
1219,0.0389888,0.0144769,0.37131
1220,0.0389994,0.0144796,0.371277
1221,0.0389908,0.0144195,0.369819
1222,0.0389809,0.0144088,0.369638
1223,0.0389743,0.0144325,0.370307
1224,0.0389654,0.0144345,0.370444
1225,0.0389681,0.0144165,0.369956
1226,0.0390084,0.0144335,0.37001
1227,0.0390036,0.01448,0.371246
1228,0.0389808,0.0144472,0.370625
1229,0.0389644,0.0144046,0.369686
1230,0.0389944,0.0143941,0.369131
1231,0.0389654,0.0143961,0.369458
1232,0.0389548,0.0144124,0.369977
1233,0.038999,0.0144672,0.370965
1234,0.0389878,0.0144698,0.371137
1235,0.0389714,0.0144266,0.370185
1236,0.0389844,0.0144168,0.36981
1237,0.0389637,0.0144131,0.36991
1238,0.0389928,0.0144488,0.370551
1239,0.0389715,0.0144283,0.370227
1240,0.038985,0.0144115,0.369669
1241,0.0389747,0.0144268,0.370157
1242,0.0389767,0.0144321,0.370274
1243,0.0389825,0.0143974,0.36933
1244,0.0389741,0.0143774,0.368896
1245,0.0389474,0.0144135,0.370076
1246,0.038959,0.0144381,0.370598
1247,0.0389549,0.0144333,0.370513
1248,0.038961,0.0144245,0.37023
1249,0.0389738,0.0144185,0.369955
1250,0.0389726,0.0144137,0.369843
1251,0.0389937,0.0144589,0.3708
1252,0.038975,0.0144131,0.369804
1253,0.0389888,0.0144099,0.369591
1254,0.0389599,0.0143683,0.368798
1255,0.0389686,0.0143976,0.369467
1256,0.0389605,0.0143995,0.369591
1257,0.0389796,0.0144081,0.369633
1258,0.0389544,0.0144092,0.369899
1259,0.0389685,0.0144072,0.369715
1260,0.0389589,0.0143808,0.369128
1261,0.0389669,0.0144006,0.36956
1262,0.0389471,0.0143883,0.369432
1263,0.0389864,0.0144105,0.36963
1264,0.0389572,0.0143983,0.369593
1265,0.0389801,0.0144059,0.36957
1266,0.0389771,0.0144402,0.370478
1267,0.0389759,0.0144196,0.369961
1268,0.0389681,0.0144226,0.370112
1269,0.0389654,0.0144023,0.369617
1270,0.0389519,0.0144015,0.369726
1271,0.0389845,0.0144195,0.369877
1272,0.0389624,0.0144159,0.369995
1273,0.0389506,0.0144163,0.370118
1274,0.0389843,0.0143895,0.36911
1275,0.0389453,0.0143923,0.369551
1276,0.0389684,0.0144172,0.369971
1277,0.0389735,0.0143931,0.369304
1278,0.0390083,0.0144211,0.369694
1279,0.0390127,0.0143744,0.368454
1280,0.03898,0.014406,0.369575
1281,0.0389722,0.0144127,0.369821
1282,0.0390007,0.0143917,0.369011
1283,0.0389493,0.0144059,0.369862
1284,0.0389745,0.0143679,0.368648
1285,0.0389666,0.0143652,0.368654
1286,0.0389688,0.0143553,0.368379
1287,0.0389407,0.0144138,0.370148
1288,0.0389689,0.0143944,0.369381
1289,0.0389698,0.0143744,0.368859
1290,0.038979,0.0143866,0.369086
1291,0.0389694,0.0144059,0.369672
1292,0.0389759,0.0144114,0.369752
1293,0.0389879,0.0144245,0.369974
1294,0.0389706,0.0144311,0.370308
1295,0.038972,0.0143857,0.36913
1296,0.0389756,0.0144092,0.369698
1297,0.038964,0.0144098,0.369823
1298,0.0389718,0.0143995,0.369484
1299,0.0389879,0.0144124,0.369663
1300,0.0389678,0.0143822,0.369079
1301,0.0389706,0.0144242,0.370131
1302,0.0389631,0.0143935,0.369414
1303,0.0389739,0.0144017,0.36952
1304,0.0389826,0.01442,0.36991
1305,0.0389838,0.0143805,0.368883
1306,0.0389741,0.0144162,0.369893
1307,0.0389941,0.0144243,0.36991
1308,0.0389657,0.0144023,0.369613
1309,0.038971,0.0144368,0.370449
1310,0.038982,0.0144257,0.37006
1311,0.0389819,0.0144131,0.369738
1312,0.0389638,0.0144088,0.369798
1313,0.0389943,0.0143922,0.369085
1314,0.0389857,0.0144065,0.369533
1315,0.03896,0.0143985,0.36957
1316,0.0389605,0.0144114,0.369899
1317,0.0389705,0.0143792,0.368976
1318,0.0389982,0.0143964,0.369156
1319,0.0389552,0.0144156,0.370055
1320,0.038963,0.0144027,0.369651
1321,0.038962,0.0144361,0.370518
1322,0.0390025,0.0144251,0.369852
1323,0.0389775,0.0143999,0.369441
1324,0.0389921,0.014419,0.369792
1325,0.0389754,0.0144054,0.369602
1326,0.0389866,0.0143927,0.369171
1327,0.038966,0.0144139,0.36991
1328,0.0389827,0.0144183,0.369865
1329,0.0389828,0.0143967,0.369309
1330,0.038969,0.0144135,0.369871
1331,0.0389732,0.014405,0.369613
1332,0.0389791,0.0144445,0.37057
1333,0.0389908,0.0144205,0.369844
1334,0.0389741,0.014441,0.370529
1335,0.0389585,0.014423,0.370215
1336,0.0389795,0.014423,0.370016
1337,0.0389949,0.0144269,0.369969
1338,0.0389876,0.014416,0.369757
1339,0.0389954,0.0144297,0.370036
1340,0.0390026,0.014429,0.369949
1341,0.0389795,0.0144395,0.370439
1342,0.0389641,0.0144106,0.369843
1343,0.0390041,0.0144401,0.370221
1344,0.0389728,0.0144419,0.370563
1345,0.0389823,0.0144462,0.370582
1346,0.0389857,0.0143959,0.369261
1347,0.0389752,0.014444,0.370594
1348,0.038983,0.0144414,0.370454
1349,0.038958,0.014387,0.369295
1350,0.0389659,0.0144521,0.37089
1351,0.0390019,0.0144661,0.370908
1352,0.0390091,0.0144638,0.370779
1353,0.0389605,0.0144725,0.371465
1354,0.0389806,0.0144431,0.370522
1355,0.0389765,0.0144688,0.371218
1356,0.0389917,0.0144768,0.37128
1357,0.0389625,0.0144456,0.370756
1358,0.0389866,0.0144631,0.370978
1359,0.0389951,0.0144437,0.370399
1360,0.0389999,0.0144298,0.369995
1361,0.0389797,0.0144285,0.370153
1362,0.0389669,0.0143936,0.369381
1363,0.0389967,0.0144143,0.369627
1364,0.0389993,0.0144628,0.370847
1365,0.0389874,0.0145022,0.371971
1366,0.0389674,0.0144103,0.369805
1367,0.0389878,0.0144655,0.371026
1368,0.0389965,0.0145035,0.371917
1369,0.0389772,0.0144575,0.370923
1370,0.0389778,0.0144162,0.369858
1371,0.0389879,0.0144753,0.371277
1372,0.0389708,0.0144617,0.37109
1373,0.039032,0.0144986,0.371455
1374,0.0389963,0.014494,0.371678
1375,0.0389881,0.0144768,0.371314
1376,0.0389623,0.0144761,0.371542
1377,0.0389839,0.0144599,0.370919
1378,0.0390054,0.0145122,0.372057
1379,0.0390176,0.0145059,0.371779
1380,0.0389823,0.0144507,0.370698
1381,0.0389864,0.0145053,0.37206
1382,0.0390049,0.0145113,0.372037
1383,0.0389799,0.0144484,0.370664
1384,0.0389908,0.0144491,0.370576
1385,0.0389594,0.0144702,0.371417
1386,0.0389836,0.0144774,0.371372
1387,0.0390043,0.0144753,0.37112
1388,0.0389913,0.0145055,0.37202
1389,0.0389827,0.0144876,0.371643
1390,0.0390145,0.0145123,0.371972
1391,0.0389714,0.0144952,0.371945
1392,0.0389931,0.0145407,0.372904
1393,0.0390203,0.0145176,0.372053
1394,0.0390071,0.0145176,0.372179
1395,0.0390293,0.0144639,0.370591
1396,0.0389894,0.0144831,0.371463
1397,0.0389914,0.0145191,0.372366
1398,0.0389804,0.0145001,0.371983
1399,0.0390085,0.014528,0.372432
1400,0.039018,0.0145311,0.372419
1401,0.038993,0.0144943,0.371717
1402,0.0390023,0.0145137,0.372124
1403,0.039012,0.014518,0.372141
1404,0.039014,0.0145252,0.372308
1405,0.0389763,0.0144728,0.371324
1406,0.0389995,0.0145112,0.372088
1407,0.0389982,0.0145412,0.372869
1408,0.0390063,0.0145096,0.371982
1409,0.0390007,0.0145207,0.372318
1410,0.0389893,0.0145508,0.3732
1411,0.0390029,0.0145035,0.371856
1412,0.0389882,0.0145265,0.372587
1413,0.0389886,0.0145596,0.373433
1414,0.0389818,0.0145256,0.372627
1415,0.0390088,0.0145392,0.372717
1416,0.0390036,0.0145309,0.372553
1417,0.0389691,0.0145193,0.372584
1418,0.0390156,0.0145307,0.372433
1419,0.0389853,0.0145162,0.372351
1420,0.0390057,0.0145863,0.373953
1421,0.0390021,0.0145499,0.373055
1422,0.0389909,0.0145524,0.373226
1423,0.0390043,0.0145594,0.373277
1424,0.0390119,0.0145486,0.372927
1425,0.0390034,0.0145321,0.372586
1426,0.0389715,0.0144756,0.37144
1427,0.0390073,0.0145962,0.374191
1428,0.0389875,0.0145311,0.372711
1429,0.0389911,0.0145445,0.373021
1430,0.0389854,0.0145397,0.372952
1431,0.0390077,0.0145446,0.372866
1432,0.0389939,0.0145987,0.374385
1433,0.0390124,0.0145872,0.373912
1434,0.0390121,0.0145726,0.373541
1435,0.0390195,0.0145789,0.373631
1436,0.0389789,0.0145365,0.372933
1437,0.0390273,0.0145748,0.373452
1438,0.0390381,0.014583,0.373558
1439,0.0390102,0.0145565,0.373146
1440,0.0390124,0.0145832,0.373809
1441,0.0390182,0.0145667,0.37333
1442,0.0389924,0.0145796,0.373909
1443,0.0390198,0.014567,0.373322
1444,0.038994,0.0145715,0.373686
1445,0.039006,0.0145785,0.373751
1446,0.0390085,0.0145656,0.373395
1447,0.0390195,0.0145754,0.373542
1448,0.0389917,0.0145707,0.373689
1449,0.0390232,0.0145699,0.373365
1450,0.0390102,0.0145712,0.373522
1451,0.0389922,0.0145784,0.373881
1452,0.039017,0.0146,0.374195
1453,0.0389946,0.0145687,0.373607
1454,0.0390032,0.0145925,0.374137
1455,0.0389919,0.0145478,0.373098
1456,0.0390007,0.0145401,0.372816
1457,0.0389836,0.0145633,0.373575
1458,0.0389919,0.0145433,0.372983
1459,0.0389983,0.0145507,0.37311
1460,0.03899,0.0145527,0.373243
